name,category,site,website,phone,borough,address,open,online,takeaway,delivery,appointment,note,gid,lat,lng
Beauté Mela,"Santé, sports, beauté et bien-être",Site,https://fr-ca.facebook.com/pages/category/Nail-Salon/Beaute-Mela-Inc-139373869479005/,(514) 722-2121,Jean Talon E.,"5154 Rue Jean-Talon, Saint-Léonard, QC H1S 1K7, Canada",Fermé,,,,,Oui  ,ChIJH6lzxJUeyUwRCXnJrT-efa4,45.5771838,-73.5827259
Bébé Léna,Mode et accessoires,Site,http://www.bebelena.ca,(514) 504-3440,Jean Talon E.,"5211 Rue Jean-Talon, Saint-Léonard, QC H1S 1K8, Canada",Fermé,,,,,  http://bebelena.ca/,ChIJIT14zJUeyUwR3r0rjnw5sjQ,45.5780923,-73.5828813
Bijouterie Les Chemins D'or,Mode et accessoires,Site,http://lescheminsdor.ca/,(514) 254-0761,Jean Talon E.,"5875 Rue Jean-Talon, Saint-Léonard, QC H1S 0B2, Canada",Fermé,,,,,Non  www.lescheminsdor.ca,ChIJuxzdnI0eyUwRTscNl37QGzg,45.585921,-73.579948
Bijouterie Rio,Mode et accessoires,Site,https://www.jeantalonest.com/commercants/bijouterie-rio/,(514) 962-8612,Jean Talon E.,"5136 Rue Jean-Talon, Saint-Léonard, QC H1S 1K7, Canada",Fermé,,,,,Oui  ,ChIJQUL155UeyUwRirXKLqZRgwU,45.5769729,-73.5828484
Boucherie & Traiteur Ad-deyafa Halal Inc.,Alimentation,Site,https://www.facebook.com/Ad-Deyafa-1588372651427570/,(514) 257-6144,Jean Talon E.,"5588 Jean Talon St E, St. Leonard, Quebec H1S 1L9, Canada",Ouvert ou activité réduite,,,,, Oui www.ad-deyafa.com,,45.5822018,-73.5803529
Boucherie Timgad,Alimentation,Site,https://www.jeantalonest.com/commercants/boucherie-timgad/,(514) 899-7373,Jean Talon E.,"5775 Rue Jean-Talon, Saint-Léonard, QC H1S 1M3, Canada",Ouvert ou activité réduite,,,,,  ,ChIJ53XRfJIeyUwRDoxEbnai8Co,45.5846289,-73.5807944
Boulangerie Castel,Alimentation,Site,http://www.boulangeriecastel.com/,(514) 255-3376,Jean Talon E.,"5990 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Ouvert ou activité réduite,,,,,Oui Non www.boulangeriecastel.ca,ChIJAT3Wr40eyUwRu0IE2STB2QY,45.5866667,-73.5788889
Boulangerie Pâtisserie Italia,Alimentation,Site,http://www.sisterlysweetsmtl.com/,(514) 259-0746,Jean Talon E.,"5540 Rue Jean-Talon, Saint-Léonard, QC H1S 1L9, Canada",Ouvert ou activité réduite,,,,,  ,ChIJdW2_w5MeyUwRv3HcyQd8das,45.5816793,-73.5804056
Boutique Amie Barry,"Santé, sports, beauté et bien-être",,,(514) 277-7164,Jean Talon E.,"5396 Rue Jean-Talon, Saint-Léonard, QC H1S 1L5, Canada",Fermé,,,,,  ,ChIJ3V_AEJQeyUwR8Q9Ku6P-tek,45.5797965,-73.581355
Boutique M&j,Mode et accessoires,,,(438) 290-3737,Jean Talon E.,"5524 Jean Talon St E, St. Leonard, QC H1S 1L9, Canada",Fermé,,,,,  ,,45.5814647,-73.5804633
Boutique Ma2,Mode et accessoires,Site,https://boutique-ma2.business.site/,(514) 699-7170,Jean Talon E.,"5335 Rue Jean-Talon, Saint-Léonard, QC H1S 1L4, Canada",Fermé,,,,,Oui  ,ChIJgYBGPpQeyUwR5JqB5L2iOK8,45.5792571,-73.5822066
Boutique Sultana Lb,Mode et accessoires,Site,https://www.facebook.com/sultana.lb.montreal/,(514) 713-7722,Jean Talon E.,"6124 Rue Jean-Talon, Saint-Léonard, QC H1S 1M7, Canada",Fermé,,,,,Non  ,ChIJadhQaIweyUwRfm0ML0awhS0,45.5884864,-73.5776839
Bravo Telecom,Autres commerces et services,Site,https://www.bravotelecom.com/?utm_source=Googlemaps&utm_medium=referral&utm_campaign=Local,(514) 999-8742,Jean Talon E.,"6001 Rue Jean-Talon, Saint-Léonard, QC H1S 1M5, Canada",Fermé,,,,,  www.bravotelecom.com,ChIJpSuJtYseyUwRj1UiTgLhZL0,45.5869839,-73.5791915
Buanderie Express Net,Autres commerces et services,,,,Jean Talon E.,"5809 Rue Jean-Talon, Saint-Léonard, QC H1S 1M4, Canada",Ouvert ou activité réduite,,,,,  ,ChIJGxmKgI0eyUwRcyfyLa_1TlI,45.5852073,-73.5804373
Buanderie N.p.u.,Autres commerces et services,Site,https://buanderie-npu-inc.business.site/?utm_source=gmb&utm_medium=referral,(514) 254-6594,Jean Talon E.,"5740 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Ouvert ou activité réduite,,,,,  ,ChIJlwFRZpIeyUwROWCv6FnLeRs,45.5841318,-73.5805617
Bureau De Location,Autres commerces et services,Site,https://locations.bureauengros.com/bureau-en-gros-jean-talon-saint-leonard,(514) 593-6813,Jean Talon E.,"4625 Rue Jean-Talon, Saint-Léonard, QC H1S 1K3, Canada",Fermé,,,,,  ,ChIJi-JXyr4eyUwReW8qtDc1wSk,45.5723897,-73.5881665
Café Allegria,Restos et Cafés,Site,http://cafeallegria.com/,(514) 725-9194,Jean Talon E.,"5369 Rue Jean-Talon, Saint-Léonard, QC H1S 3G2, Canada",Fermé,,,,, Non ,ChIJSU3TE5QeyUwRezuz0pwKu1Q,45.5797571,-73.581986
Café Buongiorno,Restos et Cafés,Site,http://www.buongiornocucina.ca/,(514) 398-9177,Jean Talon E.,"5833 Rue Jean-Talon, Saint-Léonard, QC H1S 1M4, Canada",Ouvert ou activité réduite,,,,, Oui https://buongiornocucina.ca,ChIJMw-1g40eyUwRJie1giK1O_g,45.5855152,-73.5802969
Café Deuxième Chance,OBNL,Site,http://secondchancecafe.ca/,(514) 259-1464,Jean Talon E.,"5850 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Fermé,,,,,  ,ChIJmXz0ho0eyUwRLFv2-pq06dw,45.5852768,-73.5799629
Café La Fontaine Bleue,Restos et Cafés,,,(438) 384-7044,Jean Talon E.,"6122 Rue Jean-Talon, Saint-Léonard, QC H1S 1M7, Canada",Fermé,,,,, Non ,ChIJgwTTPtUfyUwR-j1_GFhrxdo,45.5885384,-73.5774825
Café Maranello,Restos et Cafés,Site,https://www.jeantalonest.com/commercants/cafe-maranello-/,(514) 593-0836,Jean Talon E.,"5158 Rue Jean-Talon, Saint-Léonard, QC H1S 1K7, Canada",Fermé,,,,,  ,ChIJ4UKNxJUeyUwRKLfTx4SzZp8,45.577307,-73.5826026
Café Mazagan,Restos et Cafés,,,(514) 360-6727,Jean Talon E.,"5127 Rue Jean-Talon, Saint-Léonard, QC H1S 1K8, Canada",Fermé,,,,,  ,ChIJExLv6ZUeyUwRA1tI03iND4Q,45.5771018,-73.5835685
Café Petite Fontaine,Restos et Cafés,,,(514) 360-9142,Jean Talon E.,5572 Jean-Talon Est,Fermé,,,,,Oui  ,,,
Caisse Populaire Desjardins Canadienne Italienne,Autres commerces et services,Site,https://www.desjardins.com/fr/votre_caisse/coordonnees/index.jsp?transit=81530606#34899,(514) 253-9986,Jean Talon E.,"5133 Rue Jean-Talon, Saint-Léonard, QC H1S 1K8, Canada",Fermé,,,,,  www.desjardins.com,ChIJ__-vx5UeyUwRvNY22tR3Iw8,45.5774808,-73.583302
Casa-technologie,Autres commerces et services,Site,http://www.jeantalonest.com/commercants/casa-technologie/,(514) 315-5853,Jean Talon E.,"5518 Rue Jean-Talon, Saint-Léonard, QC H1S 1L9, Canada",Fermé,,,,,  ,ChIJ53ns6ZMeyUwRX4Y6iGLZ6oc,45.5813808,-73.5805038
Cavaleri Donatelli Notaires S.e.n.c.r.l.,Autres commerces et services,Site,https://www.jeantalonest.com/commercants/cavaleri-donatelli-notaires/,(514) 722-4116,Jean Talon E.,"5270 Rue Jean-Talon, Saint-Léonard, QC H1S 1L3, Canada",Fermé,,,,,  ,ChIJJRwFO5QeyUwRrLliQhU5br8,45.5788726,-73.5819471
Centre Dentaire La Perla,"Santé, sports, beauté et bien-être",Site,http://centredentairelaperla.ca/,(514) 253-9900,Jean Talon E.,"5725 Rue Jean-Talon, Saint-Léonard, QC H1S 1M3, Canada",Fermé,,,,,  ,ChIJg1HqTWQfyUwRpCzHXpNgTYc,45.5840716,-73.580846
Chaussure Bari,Mode et accessoires,Site,http://chaussuresbari.com/,(514) 254-1112,Jean Talon E.,"5866 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Fermé,,,,,  http://www.chaussuresbari.com/,ChIJHXcehY0eyUwRbs84QEXrOZM,45.5855023,-73.579838
Chez Zino,Autres commerces et services,Site,http://chezparee.ca/en/,(514) 463-8389,Jean Talon E.,"1258 Rue Stanley, Montréal, QC H3B 2S7, Canada",Fermé,,,,,  ,ChIJdRK8NkIayUwRlHHTJD2ADhU,45.4989291,-73.5731514
Coiffure Marrakech,Autres commerces et services,,,(514) 223-7563,Jean Talon E.,"5516 Rue Jean-Talon, Saint-Léonard, QC H1S 1L9, Canada",Fermé,,,,,Non  ,ChIJUR-36ZMeyUwRKXOZ2IuvhUY,45.5814042,-73.5805175
Coiffure Prada,Autres commerces et services,,,(514) 727-4333,Jean Talon E.,"5273 Rue Jean-Talon, Saint-Léonard, QC H1S 1L2, Canada",Fermé,,,,,  ,ChIJYXkgN5QeyUwRCnf05cqGwkE,45.578655,-73.5825781
Confiserie La Table Fleurie,Alimentation,,,,Jean Talon E.,"5496 Rue Jean-Talon, Saint-Léonard, QC H1S 1L6, Canada",Fermé,,,,,  ,ChIJ92CZzBgfyUwRYAsPYhn8n1w,45.58097,-73.5806389
Dactylographe V.r. Inc.,Autres commerces et services,Site,http://www.dactylographevr.ca/,(514) 729-2847,Jean Talon E.,"5121 Rue Jean-Talon, Saint-Léonard, QC H1S 1K8, Canada",Fermé,,,,,  www.dactylographevr.com,ChIJwT_Pw5UeyUwRzKWrDSU7Fo4,45.5770422,-73.5836425
Dépanneur 7 Jours,Alimentation,,,(514) 253-2555,Jean Talon E.,"5876 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Ouvert ou activité réduite,,,,,  ,ChIJQxgRcIweyUwRjmnlABsW8JM,45.5856561,-73.5797044
Dépanneur A.j.k.,Alimentation,,,(514) 727-7995,Jean Talon E.,"5205 Rue Jean-Talon, Saint-Léonard, QC H1S 1K8, Canada",Ouvert ou activité réduite,,,,,  ,ChIJXRwdzJUeyUwRN7S382lL9V8,45.5779802,-73.5829609
Dépanneur L.& A.,Alimentation,,,(514) 254-2541,Jean Talon E.,"5762 Jean Talon St E, St. Leonard, Quebec H1S 1M2",Ouvert ou activité réduite,,,,,Non  ,,45.588318,-73.577985
École De Conduite Chabouni,Autres commerces et services,,,(514) 728-0303,Jean Talon E.,"7190 Boul Langelier, Saint-Léonard, QC H1S 2X6, Canada",Fermé,,,,,Non  ,ChIJM_C8MZQeyUwRp4INmpwwGzg,45.5902191,-73.5693569
École De Conduite La Concorde,Autres commerces et services,,,(514) 508-4644,Jean Talon E.,"5836 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Fermé,,,,,  www.laconcorde.ca,ChIJAUXPqaofyUwRWJcDyxSkYIY,45.5851872,-73.5800366
École De Conduite Soleil Ltée,Autres commerces et services,Site,http://www.ecoledeconduitesoleil.com/,(514) 728-0053,Jean Talon E.,"5207 Rue Jean-Talon, Saint-Léonard, QC H1S 1K8, Canada",Fermé,,,,,  http://www.ecoledeconduitesoleil.com/,ChIJ086OUbseyUwRm3CGCCkM0tE,45.5780146,-73.582923
Édifice Viglione,Autres commerces et services,Site,http://www.viglioneproperties.com/,(514) 376-0279,Jean Talon E.,"5075 Rue Jean-Talon #100, Montréal, QC H1S 3G5, Canada",Fermé,,,,,  http://www.viglioneproperties.com/,ChIJO2ft8ZUeyUwRpLoWDyA2rO0,45.5763266,-73.5842544
Épicerie Ricuras Colombianas,Alimentation,Site,https://tiendalatinamontreal.business.site/,(514) 885-7064,Jean Talon E.,"5430 Rue Jean-Talon, Saint-Léonard, QC H1S 1L6, Canada",Ouvert ou activité réduite,,,,,Oui Non ,ChIJ6zAhCJQeyUwRPXYy2-KB1o8,45.5804181,-73.5811192
Épicerie Tienda Latina,Alimentation,Site,https://tiendalatinamontreal.business.site/,(514) 727-5141,Jean Talon E.,"5430 Rue Jean-Talon, Saint-Léonard, QC H1S 1L6, Canada",Ouvert ou activité réduite,,,,, Non ,ChIJ6zAhCJQeyUwRPXYy2-KB1o8,45.5804181,-73.5811192
Extermination Falcon,Autres commerces et services,Site,https://exterminationfalcon.ca/,(514) 376-6585,Jean Talon E.,"5952 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Fermé,,,,,  www.exterminationfalcon.ca,ChIJ5dilpI0eyUwR_Zlv9CZYpwc,45.5864748,-73.5791136
Ferraris Aiguisage General (2004),Autres commerces et services,Site,http://www.ferrarisaiguisage.ca/,(514) 253-3337,Jean Talon E.,"5825 Rue Jean-Talon, Saint-Léonard, QC H1S 1M4, Canada",Fermé,,,,,  https://ferrarisaiguisage.ca/,ChIJpft9gY0eyUwRT2kwuXot-7k,45.5854353,-73.5802874
Fleuriste La Scala,Autres commerces et services,Site,http://www.scalafleuriste.com/,(514) 255-1152,Jean Talon E.,"5822 Jean-Talon, Rue Beaubien E, Saint-Léonard, QC H1S 1M2, Canada",Fermé,,,,,  http://www.fleuristelascala.ca/,ChIJs_9feJIeyUwRFmFtPUTRhoY,45.5849,-73.58003
Fleuriste Lynda,Autres commerces et services,Site,http://www.lyndafleuriste.com/,(514) 256-4777,Jean Talon E.,"5586 Rue Jean-Talon, Saint-Léonard, QC H1S 1L9, Canada",Fermé,,,,,  www.lyndafleuriste.com,ChIJBa7NyJMeyUwRB-_kI9HPw2Y,45.5822018,-73.5803529
Grillades Épices Kay,Restos et Cafés,Site,http://www.epiceskay.ca/,(514) 322-2000,Jean Talon E.,"5570 Rue Jean-Talon, Saint-Léonard, QC H1S 1L9, Canada",Ouvert ou activité réduite,,,Oui,, Oui https://www.epiceskay.com,ChIJsSJOxJMeyUwRZetKWIFNHiI,45.581929,-73.5803333
Grillades Méditerranéenne,Alimentation,Site,http://grilladesmediterranees.com/,(514) 546-8325,Jean Talon E.,"5985 Rue Jean-Talon, Saint-Léonard, QC H1S 1M5, Canada",Ouvert ou activité réduite,,,Oui,,Non Oui ,ChIJDdgDpo0eyUwRAL9CWEx3EnM,45.586791,-73.579326
Hijama Thérapie,"Santé, sports, beauté et bien-être",Site,https://hijama-therapie-cupping-therapy.business.site/,(514) 546-6360,Jean Talon E.,"5870 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Fermé,,,,,  ,ChIJ04X5wWYfyUwRoKpC1xd0z-s,45.5855588,-73.5797741
Ici Sport La Source Du Sport,"Santé, sports, beauté et bien-être",Site,https://www.sourceforsports.ca/fr-CA/Stores/77-Ici-Sport-Montreal-La-Source-du-Sport.aspx,(514) 254-6111,Jean Talon E.,"5746 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Fermé,,,,,  www.icisport.com,ChIJbyA0ZJIeyUwRSO2OhTZ3s_E,45.5843208,-73.5805298
Illumina Spa Beauté,Autres commerces et services,,,(514) 585-0523,Jean Talon E.,"5821 Rue Jean-Talon, Saint-Léonard, QC H1S 1M4, Canada",Fermé,,,,,  http://www.salonoxygene.com/,ChIJxeUAgY0eyUwRGDVSJzXvDuc,45.5853468,-73.5803591
Jean-talon Sport Bar,Restos et Cafés,,,,Jean Talon E.,"5906 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Fermé,,,,,  ,ChIJ59m9mY0eyUwR5sqVf7Uy8eg,45.5860302,-73.5793907
Kitts Musique,Autres commerces et services,Site,https://fr-ca.facebook.com/KittsMusic/,(514) 725-7473,Jean Talon E.,"5350 Rue Jean-Talon, Saint-Léonard, QC H1S 1L5, Canada",Fermé,,,,,  www.kittsmusic.ca,ChIJv0mqF5QeyUwRqT7cDYKgjCM,45.5794446,-73.5815249
La Bella Italiana,Restos et Cafés,Site,http://www.labellaitaliana.ca/,(514) 254-4811,Jean Talon E.,"5884 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Ouvert ou activité réduite,,,,, Oui www.labellaitaliana.ca,ChIJHRrbmo0eyUwRz_Xc0ecdSOI,45.5856827,-73.5796907
La Maison De L'aspirateur,Autres commerces et services,Site,https://www.maisonaspirateur.com/,(514) 251-7373,Jean Talon E.,"5700 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Fermé,,,,,  www.maisonaspirateur.com,ChIJ40VGQ5IeyUwRx3OMvzk12xU,45.5837263,-73.5806056
La Mode Fleuriste,Autres commerces et services,Site,http://www.fleuristelamode.com/,(514) 388-9293,Jean Talon E.,"5269 Rue Jean-Talon, Saint-Léonard, QC H1S 1L2, Canada",Fermé,,,,,  ,ChIJJ4ptNpQeyUwR0c_Ld9TMKZM,45.578686,-73.5827368
Les Aliments Pastadoro,Alimentation,Site,http://www.pastadoroinc.com/,(514) 729-2021,Jean Talon E.,"5456 Rue Jean-Talon, Saint-Léonard, QC H1S 1L6, Canada",Ouvert ou activité réduite,,,,,Oui  http://www.pastadoroinc.com/,ChIJMR0Q95MeyUwRlVFjzREDzOY,45.58072,-73.581006
Les Aubaines Ali Baba,Autres commerces et services,,,,Jean Talon E.,"5462 Rue Jean-Talon, Saint-Léonard, QC H1S 1L6, Canada",Fermé,,,,,  ,ChIJOz-U9YYfyUwRDzbQilufitg,45.5806652,-73.5809641
Les Délices D'aden,Alimentation,,,(514) 996-4247,Jean Talon E.,"5837 Rue Jean-Talon, Saint-Léonard, QC H1S 1M4, Canada",Ouvert ou activité réduite,,,,,  ,ChIJOSyJvXwfyUwRjGcSXKn7wmo,45.5855575,-73.5802124
Les Viandes Zerda,Alimentation,,,(514) 253-5325,Jean Talon E.,"6120 Rue Jean-Talon, Saint-Léonard, QC H1S 1M7, Canada",Ouvert ou activité réduite,,,,,  ,ChIJf24vaIweyUwRwEAcX9_UUOs,45.5884468,-73.5776708
Lingerie Marie Lena,Mode et accessoires,,,(514) 593-4141,Jean Talon E.,"5221 Rue Jean-Talon, Saint-Léonard, QC H1S 1K8, Canada",Fermé,,,,,  ,ChIJi6uBzJUeyUwR3mzT9zZNhV8,45.5781316,-73.5828556
Liquidation Meubles Et Matelas,Autres commerces et services,Site,https://liquidationmatelas.business.site/,(514) 419-4254,Jean Talon E.,"6145 Rue Jean-Talon, Saint-Léonard, QC H1S 1M6, Canada",Fermé,,,,,  ,ChIJN1WNZIweyUwRVDYZO5FFCa4,45.5889093,-73.5779459
Lorena Studio,Autres commerces et services,,,(438) 381-4545,Jean Talon E.,"5574 Rue Jean-Talon, Saint-Léonard, QC H1S 1L9, Canada",Fermé,,,,,  ,ChIJn75uCqMfyUwR6Ni7epCF66c,45.5820793,-73.580336
Luxe Nails,"Santé, sports, beauté et bien-être",,,(438) 348-8488,Jean Talon E.,"5132 Rue Jean-Talon, Saint-Léonard, QC H1S 1K7, Canada",Fermé,,,,,  ,ChIJxwST6JUeyUwRI2Ez5ixGaD4,45.5768848,-73.5828987
Maison Du Beau,Autres commerces et services,Site,http://www.maisondubeau.com/,(514) 523-8162,Jean Talon E.,"5045 Rue Jean-Talon Suite 102, Saint-Léonard, QC H1S 0B6, Canada",Fermé,,,,,  www.maisondubeau.com,ChIJNUclRdsbyUwRHe87u_oYpkY,45.5763228,-73.5839016
Marché Americas,Alimentation,,,(514) 725-4848,Jean Talon E.,"5424 Rue Jean-Talon, Saint-Léonard, QC H1S 1L6, Canada",Ouvert ou activité réduite,,,,, Non ,ChIJm6ixAqgfyUwRfcczD2y1KhA,45.5802359,-73.5811447
Marché David,Alimentation,Site,http://marchedavid.com/,(514) 374-3666,Jean Talon E.,"5466 Rue Jean-Talon, Saint-Léonard, QC H1S 1L6, Canada",Ouvert ou activité réduite,,,,, Oui http://marche-pupuseria-david.business.site,ChIJ1zIc8ZMeyUwRuKNVmiXg7Sg,45.5806765,-73.5808537
Marché Tellier Jean-talon Inc.,Alimentation,Site,https://www.iga.net/fr/recherche_de_magasin/magasin/0669?utm_source=G&utm_medium=lpm&utm_campaign=SobeysMontreal,(514) 728-3535,Jean Talon E.,"5000 Rue Jean-Talon, Saint-Léonard, QC H1S 1K6, Canada",Ouvert ou activité réduite,,,Oui,,Menu en ligne:  www.iga.net,ChIJ94RyG74eyUwRaFymOak9q4Q,45.5748635,-73.5831699
Md Graphix,Autres commerces et services,,,(514) 722-0622,Jean Talon E.,"5414 Rue Jean-Talon, Saint-Léonard, QC H1S 1L6, Canada",Fermé,,,,,  ,ChIJ2dbwCJQeyUwR8H1vYM5VtPM,45.5802434,-73.5812072
Mobile Et Plus,Autres commerces et services,Site,https://mobile-et-plus.business.site/,(514) 543-4741,Jean Talon E.,"5526 Rue Jean-Talon, Saint-Léonard, QC H1S 1L9, Canada",Fermé,,,,,  ,ChIJAxjypcEfyUwR50BQ57bfovY,45.5814789,-73.5804712
Mon Épicerie Mexicaine Et Centre-américaine,Alimentation,,,(514) 321-1372,Jean Talon E.,"5480 Rue Jean-Talon, Saint-Léonard, QC H1S 1L6, Canada",Ouvert ou activité réduite,,,,,Oui  ,ChIJW6BMxJMeyUwRiR9x0dWBTus,45.5808244,-73.5808424
Mosti Mondiale 2000,Alimentation,Site,http://www.mostimondiale2000.com/,(514) 728-6831,Jean Talon E.,"5187 Rue Jean-Talon, Saint-Léonard, QC H1S 1K8, Canada",Fermé,,,,,  www.mostimondiale.com,ChIJPQUqz5UeyUwR_y5wxS27WMw,45.5779046,-73.5829802
Multi Service,Autres commerces et services,,,,Jean Talon E.,"5771 Rue Jean-Talon, Saint-Léonard, QC H1S 1M3, Canada",Fermé,,,,,  ,ChIJgXkrfZIeyUwRY4PZkk3hVRA,45.5846248,-73.5808815
Muscle Dépôt,Autres commerces et services,Site,http://muscledepot.ca/,(514) 254-3617,Jean Talon E.,"5997 Rue Jean-Talon, Saint-Léonard, QC H1S 1M5, Canada",Fermé,,,,,Non  www.muscledepot.ca,ChIJAUhLr40eyUwReWG-f1_L-_s,45.5868648,-73.579254
Nettoyeur Et Cordonnerie Hanna,Autres commerces et services,,,(514) 256-4782,Jean Talon E.,"5890 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Ouvert ou activité réduite,,,,,Oui  ,ChIJAYw8mo0eyUwR9eE8QTvbIx4,45.5858735,-73.5795324
Nettoyeur Extra-nett,Autres commerces et services,Site,https://www.jeantalonest.com/commercants/extra-nett/,(514) 376-9526,Jean Talon E.,"5000 Rue Jean-Talon, Saint-Léonard, QC H1S 1K6, Canada",Ouvert ou activité réduite,,,,,  ,ChIJ94RyG74eyUwRyX5oQpbF88w,45.5750295,-73.5831168
Nettoyeur Franc,Autres commerces et services,,,(514) 256-0331,Jean Talon E.,"5536 Rue Jean-Talon, Saint-Léonard, QC H1S 1L9, Canada",Ouvert ou activité réduite,,,,,  http://www.nettoyeurfranc.ca,ChIJZxtEwpMeyUwRw8zfkHzhD_0,45.581535,-73.58046
Nettoyeur Rosa,Autres commerces et services,,,(514) 315-6373,Jean Talon E.,"5795 Rue Jean-Talon, Saint-Léonard, QC H1S 1M4, Canada",Fermé,,,,,  ,ChIJ01dQfpIeyUwRLURt-H5ADzo,45.584989,-73.580586
Nettoyeur Vimont,Autres commerces et services,,,(514) 727-3700,Jean Talon E.,"5255 Rue Jean-Talon, Saint-Léonard, QC H1S 1L2, Canada",Fermé,,,,,  ,ChIJs-0iNJQeyUwRCKBhWxTbvdQ,45.5784747,-73.5827729
Ongles Design Artistiques,"Santé, sports, beauté et bien-être",,,(514) 257-6868,Jean Talon E.,"5852 Rue Jean-Talon, Saint-Léonard, QC H1S 1M2, Canada",Fermé,,,,,  ,ChIJTzSsho0eyUwRF02kAfw5bcw,45.5853764,-73.5801128
Ongles Design B.c.b.g.,Autres commerces et services,,,(514) 725-2333,Jean Talon E.,"5132 Rue Jean-Talon, Saint-Léonard, QC H1S 1K7, Canada",Fermé,,,,,  ,ChIJxwST6JUeyUwRI2Ez5ixGaD4,45.5768848,-73.5828987
Ordiphone Techno,Autres commerces et services,,,(514) 254-2424,Jean Talon E.,"5797 Rue Jean-Talon, Saint-Léonard, QC H1S 1M4, Canada",Fermé,,,,,  http://ordiphonetechno.ca/,ChIJbU2pf5IeyUwRMNHCirp3L7s,45.5850383,-73.5805682
Ouzoud,Alimentation,,,(514) 721-5000,Jean Talon E.,"5115 Rue Jean-Talon, Saint-Léonard, QC H1S 1K8, Canada",Fermé,,,,,Oui Non ,ChIJf5Ft6ZUeyUwRkQun5ilwyuk,45.5769753,-73.5836646
Pâtisserie Alati,Alimentation,Site,http://www.patisseriealati.com/,(514) 729-2891,Jean Talon E.,"5265 Rue Jean-Talon, Saint-Léonard, QC H1S 1L2, Canada",Ouvert ou activité réduite,,,,,  http://www.patisseriealati.com/,ChIJ4YftM5QeyUwREVDB0bypam4,45.5786111,-73.5827778
Pâtisserie Güloglu,Alimentation,Site,http://www.sisterlysweetsmtl.com/,(514) 259-0746,Jean Talon E.,"5540 Rue Jean-Talon, Saint-Léonard, QC H1S 1L9, Canada",Fermé,,,,,  ,ChIJdW2_w5MeyUwRv3HcyQd8das,45.5816793,-73.5804056
Patronage Enasco,"Santé, sports, beauté et bien-être",,,(514) 252-5041,Jean Talon E.,6052_C Jean-Talon Est,Fermé,,,,,  ,,,
Patronato Acai Association Chrétienne Des Artisans D'italie,Autres commerces et services,Site,https://www.facebook.com/pages/Association-Chretienne-Des-Artisans-Ditalie-Amgg/505030943231157,(514) 419-9007,Jean Talon E.,6052_C Jean-Talon Est,Fermé,,,,,  www.acaicanada.net,,,
Pavillon Hexagonal,Autres commerces et services,,,,Jean Talon E.,"5555 Rue Jean-Talon, Saint-Léonard, QC H1S 2Z9, Canada",Fermé,,,,,  ,ChIJtVKat5MeyUwRRaiR6LOzOzs,45.5821545,-73.5809314
